country,continent,population,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,total_tests
Italy,Europe,60000000,2020-03-03,2982,490,64,10,2097,67861
Italy,Europe,60000000,2020-03-04,3409,427,76,12,2246,84284
Italy,Europe,60000000,2020-03-05,3637,228,78,2,2246,87568
Italy,Europe,60000000,2020-03-06,4099,462,90,12,2246,96878
Italy,Europe,60000000,2020-03-07,4330,231,96,6,2246,110672
Italy,Europe,60000000,2020-03-08,4664,334,104,8,2246,110672
Italy,Europe,60000000,2020-03-09,5312,648,116,12,2246,123088
Italy,Europe,60000000,2020-03-10,5780,468,126,10,2246,136293
Italy,Europe,60000000,2020-03-11,6215,435,138,12,2246,147171
Italy,Europe,60000000,2020-03-12,7307,1092,160,22,2246,164708
Italy,Europe,60000000,2020-03-13,7846,539,171,11,2246,190003
Italy,Europe,60000000,2020-03-14,8426,580,179,8,2246,202608
Italy,Europe,60000000,2020-03-15,9519,1093,200,21,2246,218286
Italy,Europe,60000000,2020-03-16,10371,852,227,27,2246,225215
Italy,Europe,60000000,2020-03-17,11677,1306,255,28,2346,291674
Italy,Europe,60000000,2020-03-18,13218,1541,294,39,2992,331965
Italy,Europe,60000000,2020-03-19,13616,398,307,13,3002,335447
Italy,Europe,60000000,2020-03-20,14710,1094,326,19,3348,364029
Italy,Europe,60000000,2020-03-21,17466,2756,388,62,3488,449106
Italy,Europe,60000000,2020-03-22,19757,2291,438,50,3773,474184
Italy,Europe,60000000,2020-03-23,19876,119,453,15,4375,507714
Italy,Europe,60000000,2020-03-24,21624,1748,483,30,4755,507714
Italy,Europe,60000000,2020-03-25,23522,1898,521,38,5418,532046
Italy,Europe,60000000,2020-03-26,26762,3240,589,68,5983,633496
Italy,Europe,60000000,2020-03-27,29445,2683,658,69,6315,685772
Italy,Europe,60000000,2020-03-28,31910,2465,687,29,7444,773659
Italy,Europe,60000000,2020-03-29,36107,4197,787,100,8238,931902
Italy,Europe,60000000,2020-03-30,37599,1492,811,24,8238,931902
Italy,Europe,60000000,2020-03-31,41398,3799,897,86,9881,1031446
Italy,Europe,60000000,2020-04-01,44320,2922,1009,112,11295,1161083
Italy,Europe,60000000,2020-04-02,52369,8049,1181,172,11295,1351688
Italy,Europe,60000000,2020-04-03,56604,4235,1281,100,11951,1351688
Italy,Europe,60000000,2020-04-04,62087,5483,1377,96,14024,1421949
Italy,Europe,60000000,2020-04-05,63378,1291,1377,0,15810,1661136
Italy,Europe,60000000,2020-04-06,73521,10143,1602,225,16656,1661136
Italy,Europe,60000000,2020-04-07,77409,3888,1649,47,17154,1668171
Italy,Europe,60000000,2020-04-08,84996,7587,1784,135,19680,1814152
Italy,Europe,60000000,2020-04-09,91647,6651,2030,246,22442,2299370
Italy,Europe,60000000,2020-04-10,96442,4795,2094,64,25207,2299370
Italy,Europe,60000000,2020-04-11,104562,8120,2281,187,28223,2447319
Italy,Europe,60000000,2020-04-12,108002,3440,2444,163,28721,2543764
Italy,Europe,60000000,2020-04-13,119768,11766,2674,230,30433,3024352
Italy,Europe,60000000,2020-04-14,129819,10051,2884,210,35822,3024352
Italy,Europe,60000000,2020-04-15,135177,5358,2905,21,37329,3213261
Italy,Europe,60000000,2020-04-16,150145,14968,3332,427,42739,3613552
Italy,Europe,60000000,2020-04-17,165825,15680,3588,256,46270,4208574
Italy,Europe,60000000,2020-04-18,167493,1668,3619,31,51012,4208574
Italy,Europe,60000000,2020-04-19,175339,7846,3757,138,57265,4214290
Italy,Europe,60000000,2020-04-20,186439,11100,4074,317,62203,4359546
Italy,Europe,60000000,2020-04-21,203406,16967,4662,588,66861,5086920
Italy,Europe,60000000,2020-04-22,224478,21072,4765,103,73698,5574508
Italy,Europe,60000000,2020-04-23,225543,1065,4923,158,81573,5574508
Italy,Europe,60000000,2020-04-24,235956,10413,5139,216,82887,5749871
Italy,Europe,60000000,2020-04-25,237480,1524,5331,192,88943,5749871
Italy,Europe,60000000,2020-04-26,260212,22732,5676,345,95739,6193649
Italy,Europe,60000000,2020-04-27,273534,13322,6049,373,101096,6202069
Italy,Europe,60000000,2020-04-28,275762,2228,6049,0,106662,6406341
Italy,Europe,60000000,2020-04-29,289336,13574,6210,161,125059,7210877
Italy,Europe,60000000,2020-04-30,293777,4441,6448,238,138229,7719608
Italy,Europe,60000000,2020-05-01,316346,22569,6844,396,143848,7719608
Italy,Europe,60000000,2020-05-02,331772,15426,7349,505,150012,7818859
Italy,Europe,60000000,2020-05-03,331837,65,7461,112,159157,7818859
Italy,Europe,60000000,2020-05-04,341968,10131,7461,0,160310,8421017
Italy,Europe,60000000,2020-05-05,345704,3736,7634,173,170660,8421017
Italy,Europe,60000000,2020-05-06,346278,574,7634,0,188466,8622537
Italy,Europe,60000000,2020-05-07,352205,5927,7704,70,208105,9003466
Italy,Europe,60000000,2020-05-08,363156,10951,7961,257,220882,9003466
Italy,Europe,60000000,2020-05-09,375550,12394,8428,467,220882,9003466
Italy,Europe,60000000,2020-05-10,380419,4869,8591,163,243446,9375773
Italy,Europe,60000000,2020-05-11,398037,17618,8771,180,243446,9375773
Italy,Europe,60000000,2020-05-12,400454,2417,8771,0,243446,9375773
Italy,Europe,60000000,2020-05-13,414502,14048,9151,380,247186,10403294
Italy,Europe,60000000,2020-05-14,414502,0,9324,173,261155,10785596
Italy,Europe,60000000,2020-05-15,414502,0,9417,93,275275,10785596
Italy,Europe,60000000,2020-05-16,414502,0,9417,0,307543,10785596
Italy,Europe,60000000,2020-05-17,414502,0,9417,0,310879,10785596
Italy,Europe,60000000,2020-05-18,438006,23504,9883,466,310879,10785596
Italy,Europe,60000000,2020-05-19,438006,0,9883,0,310879,10785596
Italy,Europe,60000000,2020-05-20,438006,0,10034,151,310879,10785596
Italy,Europe,60000000,2020-05-21,449174,11168,10034,0,330733,11404031
Italy,Europe,60000000,2020-05-22,449174,0,10034,0,330733,11404031
Italy,Europe,60000000,2020-05-23,449174,0,10034,0,338179,11404031
Italy,Europe,60000000,2020-05-24,449174,0,10115,81,338179,11404031
Italy,Europe,60000000,2020-05-25,449174,0,10115,0,375613,11404031
Italy,Europe,60000000,2020-05-26,449174,0,10115,0,375613,11404031
Italy,Europe,60000000,2020-05-27,449174,0,10138,23,375613,11404031
Italy,Europe,60000000,2020-05-28,449174,0,10138,0,375613,11404031
Italy,Europe,60000000,2020-05-29,449174,0,10138,0,390544,11404031
Italy,Europe,60000000,2020-05-30,451118,1944,10182,44,390544,11404031
Italy,Europe,60000000,2020-05-31,451118,0,10182,0,390544,11404031
Italy,Europe,60000000,2020-06-01,452140,1022,10182,0,404582,11404031
Italy,Europe,60000000,2020-06-02,460598,8458,10182,0,414840,11404031
Italy,Europe,60000000,2020-06-03,460598,0,10480,298,414840,11455590
Italy,Europe,60000000,2020-06-04,460598,0,10480,0,414840,11455590
Italy,Europe,60000000,2020-06-05,460598,0,10480,0,414840,11455590
Italy,Europe,60000000,2020-06-06,460598,0,10480,0,414840,11455590
Italy,Europe,60000000,2020-06-07,460598,0,10480,0,414840,11455590
Italy,Europe,60000000,2020-06-08,460598,0,10480,0,414840,11455590
Italy,Europe,60000000,2020-06-09,460598,0,10480,0,414840,11455590
Italy,Europe,60000000,2020-06-10,460598,0,10480,0,414840,11455590
Italy,Europe,60000000,2020-06-11,460598,0,10480,0,423309,11455590
Italy,Europe,60000000,2020-06-12,460598,0,10480,0,423309,11455590
Italy,Europe,60000000,2020-06-13,460598,0,10480,0,423309,11455590
Italy,Europe,60000000,2020-06-14,460598,0,10480,0,423309,11455590
Italy,Europe,60000000,2020-06-15,460598,0,10480,0,423309,11455590
Italy,Europe,60000000,2020-06-16,460598,0,10480,0,423309,11455590
Italy,Europe,60000000,2020-06-17,462473,1875,10480,0,423309,11455590
Italy,Europe,60000000,2020-06-18,462473,0,10480,0,423309,12189362
Spain,Europe,47000000,2020-03-01,890,890,12,12,788,14178
Spain,Europe,47000000,2020-03-02,955,65,13,1,850,17614
Spain,Europe,47000000,2020-03-03,1108,153,15,2,850,18313
Spain,Europe,47000000,2020-03-04,1213,105,17,2,850,22431
Spain,Europe,47000000,2020-03-05,1349,136,19,2,850,24743
Spain,Europe,47000000,2020-03-06,1499,150,21,2,850,24743
Spain,Europe,47000000,2020-03-07,1680,181,25,4,850,29289
Spain,Europe,47000000,2020-03-08,1692,12,25,0,850,29289
Spain,Europe,47000000,2020-03-09,1850,158,27,2,850,31396
Spain,Europe,47000000,2020-03-10,2167,317,31,4,850,36520
Spain,Europe,47000000,2020-03-11,2447,280,35,4,850,42153
Spain,Europe,47000000,2020-03-12,2708,261,38,3,850,42283
Spain,Europe,47000000,2020-03-13,2865,157,41,3,850,48331
Spain,Europe,47000000,2020-03-14,3383,518,48,7,850,57320
Spain,Europe,47000000,2020-03-15,3394,11,49,1,850,60857
Spain,Europe,47000000,2020-03-16,3806,412,56,7,869,61517
Spain,Europe,47000000,2020-03-17,4496,690,67,11,988,68875
Spain,Europe,47000000,2020-03-18,4925,429,71,4,1062,85201
Spain,Europe,47000000,2020-03-19,5336,411,78,7,1199,87173
Spain,Europe,47000000,2020-03-20,6064,728,86,8,1341,102757
Spain,Europe,47000000,2020-03-21,6610,546,91,5,1359,120804
Spain,Europe,47000000,2020-03-22,6952,342,99,8,1475,120804
Spain,Europe,47000000,2020-03-23,7903,951,114,15,1505,126550
Spain,Europe,47000000,2020-03-24,8633,730,127,13,1796,146407
Spain,Europe,47000000,2020-03-25,9176,543,138,11,2189,146407
Spain,Europe,47000000,2020-03-26,10317,1141,149,11,2343,173561
Spain,Europe,47000000,2020-03-27,11625,1308,171,22,2387,186560
Spain,Europe,47000000,2020-03-28,12246,621,180,9,2796,196355
Spain,Europe,47000000,2020-03-29,13489,1243,195,15,2903,232709
Spain,Europe,47000000,2020-03-30,15732,2243,230,35,3084,257751
Spain,Europe,47000000,2020-03-31,16914,1182,245,15,3809,276649
Spain,Europe,47000000,2020-04-01,18298,1384,271,26,4434,311727
Spain,Europe,47000000,2020-04-02,19738,1440,278,7,4524,312228
Spain,Europe,47000000,2020-04-03,21712,1974,298,20,5259,376345
Spain,Europe,47000000,2020-04-04,25374,3662,366,68,6018,441199
Spain,Europe,47000000,2020-04-05,27654,2280,406,40,6018,488639
Spain,Europe,47000000,2020-04-06,29198,1544,429,23,6602,488639
Spain,Europe,47000000,2020-04-07,32306,3108,460,31,7355,542448
Spain,Europe,47000000,2020-04-08,34884,2578,508,48,7772,584530
Spain,Europe,47000000,2020-04-09,38232,3348,544,36,9433,684696
Spain,Europe,47000000,2020-04-10,41146,2914,601,57,9433,731441
Spain,Europe,47000000,2020-04-11,47081,5935,668,67,10051,798924
Spain,Europe,47000000,2020-04-12,51070,3989,720,52,12053,808056
Spain,Europe,47000000,2020-04-13,56227,5157,825,105,12675,886899
Spain,Europe,47000000,2020-04-14,59727,3500,839,14,14506,983605
Spain,Europe,47000000,2020-04-15,67988,8261,951,112,16194,1096046
Spain,Europe,47000000,2020-04-16,75044,7056,1099,148,16194,1283536
Spain,Europe,47000000,2020-04-17,75044,0,1099,0,18306,1327731
Spain,Europe,47000000,2020-04-18,84529,9485,1162,63,21390,1349233
Spain,Europe,47000000,2020-04-19,90455,5926,1335,173,23988,1440816
Spain,Europe,47000000,2020-04-20,100072,9617,1407,72,25698,1754001
Spain,Europe,47000000,2020-04-21,104926,4854,1499,92,29001,1791022
Spain,Europe,47000000,2020-04-22,120537,15611,1734,235,29001,1972979
Spain,Europe,47000000,2020-04-23,127278,6741,1909,175,31934,2140466
Spain,Europe,47000000,2020-04-24,137086,9808,1975,66,36860,2140466
Spain,Europe,47000000,2020-04-25,150409,13323,2207,232,42842,2459070
Spain,Europe,47000000,2020-04-26,162443,12034,2335,128,43317,2691799
Spain,Europe,47000000,2020-04-27,167996,5553,2447,112,46089,2698635
Spain,Europe,47000000,2020-04-28,184628,16632,2587,140,49515,3509715
Spain,Europe,47000000,2020-04-29,194937,10309,2811,224,61591,3701790
Spain,Europe,47000000,2020-04-30,203021,8084,2891,80,62471,3701790
Spain,Europe,47000000,2020-05-01,217307,14286,3070,179,63033,3701790
Spain,Europe,47000000,2020-05-02,223820,6513,3246,176,70950,4218665
Spain,Europe,47000000,2020-05-03,238577,14757,3511,265,78221,4252252
Spain,Europe,47000000,2020-05-04,266266,27689,3875,364,89175,5157777
Spain,Europe,47000000,2020-05-05,283378,17112,4060,185,89175,5157777
Spain,Europe,47000000,2020-05-06,283446,68,4147,87,105523,5157777
Spain,Europe,47000000,2020-05-07,293360,9914,4147,0,118380,5157777
Spain,Europe,47000000,2020-05-08,300235,6875,4356,209,120705,5381707
Spain,Europe,47000000,2020-05-09,336935,36700,4909,553,132197,5507476
Spain,Europe,47000000,2020-05-10,336935,0,4909,0,147761,5710082
Spain,Europe,47000000,2020-05-11,336935,0,4909,0,149517,5954106
Spain,Europe,47000000,2020-05-12,354635,17700,5126,217,162098,5954106
Spain,Europe,47000000,2020-05-13,389362,34727,5551,425,180106,6605832
Spain,Europe,47000000,2020-05-14,389362,0,5589,38,180106,6605832
Spain,Europe,47000000,2020-05-15,397683,8321,5818,229,184993,6657187
Spain,Europe,47000000,2020-05-16,413162,15479,5818,0,211150,6766759
Spain,Europe,47000000,2020-05-17,413162,0,6106,288,211150,7304119
Spain,Europe,47000000,2020-05-18,413162,0,6106,0,223565,7368679
Spain,Europe,47000000,2020-05-19,429201,16039,6215,109,241050,7408133
Spain,Europe,47000000,2020-05-20,442306,13105,6249,34,267033,7661073
Spain,Europe,47000000,2020-05-21,444280,1974,6353,104,267033,7661073
Spain,Europe,47000000,2020-05-22,479048,34768,6825,472,268125,7661073
Spain,Europe,47000000,2020-05-23,479048,0,7000,175,309499,8096331
Spain,Europe,47000000,2020-05-24,479048,0,7000,0,309499,8173251
Spain,Europe,47000000,2020-05-25,479048,0,7065,65,309499,8357867
Spain,Europe,47000000,2020-05-26,481303,2255,7065,0,326105,8357867
Spain,Europe,47000000,2020-05-27,481303,0,7065,0,337521,8527063
Spain,Europe,47000000,2020-05-28,481605,302,7065,0,341228,8527063
Spain,Europe,47000000,2020-05-29,489615,8010,7065,0,358284,8527063
Spain,Europe,47000000,2020-05-30,489615,0,7104,39,384195,8708672
Spain,Europe,47000000,2020-05-31,489615,0,7104,0,384195,8708672
Spain,Europe,47000000,2020-06-01,489967,352,7104,0,384195,8708672
Spain,Europe,47000000,2020-06-02,506764,16797,7313,209,384195,8708672
Spain,Europe,47000000,2020-06-03,506764,0,7313,0,384195,8708672
Spain,Europe,47000000,2020-06-04,510792,4028,7333,20,406402,8708672
Spain,Europe,47000000,2020-06-05,512715,1923,7724,391,452263,8708672
Spain,Europe,47000000,2020-06-06,512715,0,7724,0,452263,8708672
Spain,Europe,47000000,2020-06-07,512715,0,7724,0,452263,8708672
Spain,Europe,47000000,2020-06-08,512715,0,7724,0,452263,8708672
Spain,Europe,47000000,2020-06-09,516845,4130,7724,0,452263,8708672
Spain,Europe,47000000,2020-06-10,521037,4192,7724,0,452263,8708672
Spain,Europe,47000000,2020-06-11,529316,8279,7724,0,452263,8945836
Spain,Europe,47000000,2020-06-12,541324,12008,7789,65,463111,8945836
Spain,Europe,47000000,2020-06-13,541324,0,7789,0,463111,9047467
Spain,Europe,47000000,2020-06-14,541324,0,7853,64,463111,9047467
Spain,Europe,47000000,2020-06-15,541324,0,7853,0,463618,9723848
Spain,Europe,47000000,2020-06-16,541324,0,7974,121,463618,9723848
Spain,Europe,47000000,2020-06-17,541324,0,7974,0,463618,9723848
Spain,Europe,47000000,2020-06-18,541324,0,7974,0,468245,9723848
Japan,Asia,126000000,2020-03-01,502,502,9,9,448,9427
Japan,Asia,126000000,2020-03-02,572,70,10,1,448,10215
Japan,Asia,126000000,2020-03-03,608,36,11,1,448,11938
Japan,Asia,126000000,2020-03-04,732,124,13,2,452,12726
Japan,Asia,126000000,2020-03-05,778,46,14,1,452,16097
Japan,Asia,126000000,2020-03-06,819,41,15,1,469,16399
Japan,Asia,126000000,2020-03-07,919,100,17,2,469,17072
Japan,Asia,126000000,2020-03-08,1038,119,19,2,469,20486
Japan,Asia,126000000,2020-03-09,1150,112,20,1,469,20982
Japan,Asia,126000000,2020-03-10,1313,163,24,4,469,23677
Japan,Asia,126000000,2020-03-11,1475,162,26,2,469,29217
Japan,Asia,126000000,2020-03-12,1642,167,31,5,469,29735
Japan,Asia,126000000,2020-03-13,1797,155,33,2,469,34707
Japan,Asia,126000000,2020-03-14,1909,112,34,1,469,36184
Japan,Asia,126000000,2020-03-15,2247,338,41,7,469,46231
Japan,Asia,126000000,2020-03-16,2500,253,45,4,471,48445
Japan,Asia,126000000,2020-03-17,2526,26,46,1,539,52008
Japan,Asia,126000000,2020-03-18,2920,394,54,8,641,58126
Japan,Asia,126000000,2020-03-19,3259,339,60,6,641,59778
Japan,Asia,126000000,2020-03-20,3569,310,66,6,688,64109
Japan,Asia,126000000,2020-03-21,4172,603,78,12,802,71176
Japan,Asia,126000000,2020-03-22,4551,379,84,6,918,86972
Japan,Asia,126000000,2020-03-23,4990,439,89,5,918,86972
Japan,Asia,126000000,2020-03-24,5328,338,100,11,1046,97438
Japan,Asia,126000000,2020-03-25,5759,431,107,7,1243,97438
Japan,Asia,126000000,2020-03-26,6608,849,121,14,1387,122097
Japan,Asia,126000000,2020-03-27,7349,741,132,11,1466,145124
Japan,Asia,126000000,2020-03-28,8131,782,148,16,1686,148255
Japan,Asia,126000000,2020-03-29,8687,556,157,9,1832,161074
Japan,Asia,126000000,2020-03-30,9806,1119,181,24,2165,182718
Japan,Asia,126000000,2020-03-31,11236,1430,203,22,2184,217148
Japan,Asia,126000000,2020-04-01,12736,1500,242,39,2285,224836
Japan,Asia,126000000,2020-04-02,13766,1030,256,14,2570,263904
Japan,Asia,126000000,2020-04-03,15391,1625,288,32,3029,291950
Japan,Asia,126000000,2020-04-04,17138,1747,314,26,3330,309823
Japan,Asia,126000000,2020-04-05,18996,1858,334,20,3673,344317
Japan,Asia,126000000,2020-04-06,21830,2834,420,86,4354,441438
Japan,Asia,126000000,2020-04-07,22827,997,434,14,4429,450969
Japan,Asia,126000000,2020-04-08,26046,3219,480,46,4732,507187
Japan,Asia,126000000,2020-04-09,27576,1530,516,36,5857,507187
Japan,Asia,126000000,2020-04-10,32858,5282,629,113,6068,615493
Japan,Asia,126000000,2020-04-11,35928,3070,678,49,6522,640132
Japan,Asia,126000000,2020-04-12,40077,4149,731,53,7176,696358
Japan,Asia,126000000,2020-04-13,43260,3183,797,66,8185,805021
Japan,Asia,126000000,2020-04-14,47554,4294,905,108,9793,879037
Japan,Asia,126000000,2020-04-15,50836,3282,977,72,11163,908164
Japan,Asia,126000000,2020-04-16,58950,8114,1107,130,11163,1054580
Japan,Asia,126000000,2020-04-17,67165,8215,1251,144,12761,1303517
Japan,Asia,126000000,2020-04-18,67165,0,1270,19,15279,1303517
Japan,Asia,126000000,2020-04-19,82962,15797,1560,290,15279,1455512
Japan,Asia,126000000,2020-04-20,85108,2146,1641,81,17645,1787668
Japan,Asia,126000000,2020-04-21,97628,12520,1812,171,18908,1787668
Japan,Asia,126000000,2020-04-22,103742,6114,1924,112,23163,1997645
Japan,Asia,126000000,2020-04-23,116710,12968,2150,226,23163,2111444
Japan,Asia,126000000,2020-04-24,132338,15628,2530,380,27761,2606897
Japan,Asia,126000000,2020-04-25,141652,9314,2606,76,29214,2708298
Japan,Asia,126000000,2020-04-26,165092,23440,3091,485,32088,3305456
Japan,Asia,126000000,2020-04-27,172743,7651,3193,102,35627,3305456
Japan,Asia,126000000,2020-04-28,193289,20546,3663,470,39711,3542544
Japan,Asia,126000000,2020-04-29,204611,11322,3868,205,44147,4180272
Japan,Asia,126000000,2020-04-30,225293,20682,4185,317,49335,4279558
Japan,Asia,126000000,2020-05-01,247728,22435,4668,483,59057,4669676
Japan,Asia,126000000,2020-05-02,278480,30752,5138,470,59576,5264533
Japan,Asia,126000000,2020-05-03,314751,36271,5844,706,66416,5777026
Japan,Asia,126000000,2020-05-04,328147,13396,6270,426,73666,6361442
Japan,Asia,126000000,2020-05-05,344111,15964,6469,199,80357,7107117
Japan,Asia,126000000,2020-05-06,382392,38281,6932,463,86608,7830803
Japan,Asia,126000000,2020-05-07,406365,23973,7511,579,94025,7856829
Japan,Asia,126000000,2020-05-08,465979,59614,8539,1028,114134,9164028
Japan,Asia,126000000,2020-05-09,498155,32176,9331,792,126062,9845711
Japan,Asia,126000000,2020-05-10,521320,23165,9517,186,138268,9845711
Japan,Asia,126000000,2020-05-11,574647,53327,10553,1036,151522,11765410
Japan,Asia,126000000,2020-05-12,642469,67822,12170,1617,171637,12392292
Japan,Asia,126000000,2020-05-13,680809,38340,12254,84,173317,12392292
Japan,Asia,126000000,2020-05-14,707994,27185,13458,1204,187399,13903686
Japan,Asia,126000000,2020-05-15,786802,78808,14525,1067,201908,14300411
Japan,Asia,126000000,2020-05-16,830506,43704,15583,1058,252700,16058458
Japan,Asia,126000000,2020-05-17,859468,28962,16102,519,265263,16926646
Japan,Asia,126000000,2020-05-18,931823,72355,16889,787,289608,17472004
Japan,Asia,126000000,2020-05-19,1034529,102706,19473,2584,294731,19977416
Japan,Asia,126000000,2020-05-20,1034529,0,19473,0,345250,21040088
Japan,Asia,126000000,2020-05-21,1122070,87541,20914,1441,345250,21040088
Japan,Asia,126000000,2020-05-22,1139121,17051,20914,0,423476,21040088
Japan,Asia,126000000,2020-05-23,1219681,80560,23154,2240,455724,23088448
Japan,Asia,126000000,2020-05-24,1265103,45422,23544,390,473384,23803088
Japan,Asia,126000000,2020-05-25,1313103,48000,24290,746,489342,27615156
Japan,Asia,126000000,2020-05-26,1346910,33807,25397,1107,546817,27615156
Japan,Asia,126000000,2020-05-27,1402321,55411,26304,907,589907,27615156
Japan,Asia,126000000,2020-05-28,1478367,76046,28208,1904,641763,28010073
Japan,Asia,126000000,2020-05-29,1515385,37018,28208,0,704084,28010073
Japan,Asia,126000000,2020-05-30,1515385,0,28208,0,706409,28010073
Japan,Asia,126000000,2020-05-31,1601719,86334,30175,1967,751312,29996285
Japan,Asia,126000000,2020-06-01,1682236,80517,31695,1520,790785,32324708
Japan,Asia,126000000,2020-06-02,1700922,18686,31695,0,949993,32324708
Japan,Asia,126000000,2020-06-03,1703112,2190,32249,554,956261,32601283
Japan,Asia,126000000,2020-06-04,1703112,0,32249,0,971346,33558228
Japan,Asia,126000000,2020-06-05,1787009,83897,33827,1578,1066041,33558228
Japan,Asia,126000000,2020-06-06,1820015,33006,34635,808,1079581,33901814
Japan,Asia,126000000,2020-06-07,1889790,69775,34635,0,1104486,34217950
Japan,Asia,126000000,2020-06-08,1889790,0,35633,998,1104486,38149858
Japan,Asia,126000000,2020-06-09,1889790,0,35633,0,1167057,38149858
Japan,Asia,126000000,2020-06-10,1889790,0,35670,37,1301887,38149858
Japan,Asia,126000000,2020-06-11,1889790,0,35670,0,1350776,38149858
Japan,Asia,126000000,2020-06-12,1889790,0,35670,0,1422668,38149858
Japan,Asia,126000000,2020-06-13,1908563,18773,35670,0,1422668,38149858
Japan,Asia,126000000,2020-06-14,1925700,17137,35865,195,1479449,38630929
Japan,Asia,126000000,2020-06-15,1942452,16752,36241,376,1504542,38630929
Japan,Asia,126000000,2020-06-16,2068912,126460,38767,2526,1601032,38630929
Japan,Asia,126000000,2020-06-17,2068912,0,40057,1290,1601032,39273496
Japan,Asia,126000000,2020-06-18,2068912,0,40057,0,1601032,41957973
S-Korea,Asia,51000000,2020-03-01,2,2,0,0,2,37
S-Korea,Asia,51000000,2020-03-02,3,1,0,0,2,47
S-Korea,Asia,51000000,2020-03-03,3,0,0,0,2,49
S-Korea,Asia,51000000,2020-03-04,4,1,0,0,2,57
S-Korea,Asia,51000000,2020-03-05,5,1,0,0,2,69
S-Korea,Asia,51000000,2020-03-06,5,0,0,0,2,77
S-Korea,Asia,51000000,2020-03-07,6,1,0,0,2,95
S-Korea,Asia,51000000,2020-03-08,7,1,0,0,2,102
S-Korea,Asia,51000000,2020-03-09,8,1,0,0,2,132
S-Korea,Asia,51000000,2020-03-10,9,1,0,0,2,136
S-Korea,Asia,51000000,2020-03-11,11,2,0,0,2,154
S-Korea,Asia,51000000,2020-03-12,12,1,0,0,2,173
S-Korea,Asia,51000000,2020-03-13,15,3,0,0,2,221
S-Korea,Asia,51000000,2020-03-14,16,1,0,0,2,228
S-Korea,Asia,51000000,2020-03-15,19,3,0,0,2,277
S-Korea,Asia,51000000,2020-03-16,22,3,0,0,2,335
S-Korea,Asia,51000000,2020-03-17,25,3,0,0,2,361
S-Korea,Asia,51000000,2020-03-18,28,3,0,0,3,393
S-Korea,Asia,51000000,2020-03-19,35,7,0,0,3,452
S-Korea,Asia,51000000,2020-03-20,39,4,0,0,4,546
S-Korea,Asia,51000000,2020-03-21,46,7,1,1,4,585
S-Korea,Asia,51000000,2020-03-22,54,8,1,0,5,705
S-Korea,Asia,51000000,2020-03-23,63,9,1,0,6,850
S-Korea,Asia,51000000,2020-03-24,68,5,1,0,7,876
S-Korea,Asia,51000000,2020-03-25,75,7,1,0,8,1003
S-Korea,Asia,51000000,2020-03-26,92,17,1,0,9,1243
S-Korea,Asia,51000000,2020-03-27,105,13,2,1,11,1418
S-Korea,Asia,51000000,2020-03-28,118,13,2,0,13,1612
S-Korea,Asia,51000000,2020-03-29,138,20,3,1,15,1970
S-Korea,Asia,51000000,2020-03-30,162,24,3,0,17,2109
S-Korea,Asia,51000000,2020-03-31,178,16,3,0,19,2614
S-Korea,Asia,51000000,2020-04-01,214,36,4,1,21,2750
S-Korea,Asia,51000000,2020-04-02,249,35,5,1,26,3201
S-Korea,Asia,51000000,2020-04-03,276,27,6,1,31,3552
S-Korea,Asia,51000000,2020-04-04,332,56,7,1,34,4706
S-Korea,Asia,51000000,2020-04-05,364,32,7,0,44,4913
S-Korea,Asia,51000000,2020-04-06,412,48,9,2,46,5538
S-Korea,Asia,51000000,2020-04-07,491,79,10,1,48,6703
S-Korea,Asia,51000000,2020-04-08,550,59,11,1,58,8008
S-Korea,Asia,51000000,2020-04-09,615,65,13,2,73,9007
S-Korea,Asia,51000000,2020-04-10,749,134,15,2,77,10655
S-Korea,Asia,51000000,2020-04-11,862,113,18,3,91,11656
S-Korea,Asia,51000000,2020-04-12,972,110,21,3,111,12876
S-Korea,Asia,51000000,2020-04-13,1140,168,24,3,128,15733
S-Korea,Asia,51000000,2020-04-14,1267,127,28,4,144,18528
S-Korea,Asia,51000000,2020-04-15,1519,252,32,4,164,19691
S-Korea,Asia,51000000,2020-04-16,1729,210,38,6,189,23957
S-Korea,Asia,51000000,2020-04-17,1926,197,41,3,203,27700
S-Korea,Asia,51000000,2020-04-18,2181,255,47,6,249,30546
S-Korea,Asia,51000000,2020-04-19,2537,356,54,7,296,36694
S-Korea,Asia,51000000,2020-04-20,3030,493,68,14,318,41136
S-Korea,Asia,51000000,2020-04-21,3285,255,71,3,396,51060
S-Korea,Asia,51000000,2020-04-22,3757,472,82,11,408,51060
S-Korea,Asia,51000000,2020-04-23,4523,766,99,17,457,62072
S-Korea,Asia,51000000,2020-04-24,5065,542,109,10,548,72335
S-Korea,Asia,51000000,2020-04-25,5639,574,121,12,674,78380
S-Korea,Asia,51000000,2020-04-26,6582,943,143,22,721,87524
S-Korea,Asia,51000000,2020-04-27,7639,1057,168,25,870,106700
S-Korea,Asia,51000000,2020-04-28,8871,1232,195,27,987,130883
S-Korea,Asia,51000000,2020-04-29,10450,1579,228,33,1238,143509
S-Korea,Asia,51000000,2020-04-30,11818,1368,255,27,1409,159038
S-Korea,Asia,51000000,2020-05-01,13388,1570,293,38,1513,191654
S-Korea,Asia,51000000,2020-05-02,14859,1471,315,22,1592,226196
S-Korea,Asia,51000000,2020-05-03,16401,1542,354,39,2057,226196
