City,Region,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,AQI,AQI_Category
Hyderabad,Southern-India,2023-01-25,66.5,89.1,43.3,27.4,1.29,56.4,15.3,38.3,12.1,193.7,Moderate
Hyderabad,Southern-India,2023-01-26,52.4,80.5,38.5,18.3,1.33,67.3,11.4,28.6,2.7,157.5,Moderate
Hyderabad,Southern-India,2023-01-27,52.0,100.1,37.0,20.5,1.09,28.9,15.0,35.5,4.5,164.4,Moderate
Hyderabad,Southern-India,2023-01-28,56.2,97.7,52.7,,1.3,51.8,13.9,32.5,19.8,178.8,Moderate
Hyderabad,Southern-India,2023-01-29,51.9,72.7,51.3,12.7,1.55,69.9,15.0,33.0,5.5,156.1,Moderate
Hyderabad,Southern-India,2023-01-30,67.5,98.7,33.2,23.7,1.37,63.9,12.8,38.1,6.2,196.0,Moderate
Hyderabad,Southern-India,2023-01-31,48.8,90.3,35.8,22.2,0.81,57.8,15.8,32.4,9.6,153.8,Moderate
Hyderabad,Southern-India,2023-02-01,59.2,76.9,44.6,24.1,1.48,49.5,16.2,31.1,8.0,173.3,Moderate
Hyderabad,Southern-India,2023-02-02,67.9,111.5,41.9,22.2,1.38,69.4,14.7,45.2,12.5,204.2,Poor
Hyderabad,Southern-India,2023-02-03,57.5,95.6,45.7,21.9,1.53,73.4,15.7,24.0,7.8,177.1,Moderate
Hyderabad,Southern-India,2023-02-04,64.5,111.3,36.2,22.4,0.78,76.4,12.0,45.3,1.6,195.3,Moderate
Hyderabad,Southern-India,2023-02-05,83.4,108.4,33.3,26.8,1.1,58.4,14.6,41.1,11.2,233.8,Poor
Hyderabad,Southern-India,2023-02-06,53.0,75.3,23.8,14.9,1.4,52.7,13.5,44.0,3.7,151.5,Moderate
Hyderabad,Southern-India,2023-02-07,65.8,100.1,43.3,19.1,1.0,76.8,14.5,44.8,2.9,195.1,Moderate
Hyderabad,Southern-India,2023-02-08,58.6,88.8,31.7,21.5,1.51,52.5,11.1,28.7,12.1,172.3,Moderate
Hyderabad,Southern-India,2023-02-09,61.6,102.9,35.1,14.5,1.13,59.7,17.4,45.2,7.3,183.9,Moderate
Hyderabad,Southern-India,2023-02-10,66.2,82.7,41.4,20.6,1.19,44.2,13.9,41.5,15.3,188.6,Moderate
Hyderabad,Southern-India,2023-02-11,58.2,113.5,36.6,19.9,0.94,77.3,11.0,35.9,8.9,182.6,Moderate
Hyderabad,Southern-India,2023-02-12,41.5,55.4,41.0,18.8,1.11,58.7,14.8,32.6,6.6,125.4,Moderate
Hyderabad,Southern-India,2023-02-13,63.3,78.9,42.0,26.0,1.19,57.7,14.9,42.0,8.4,182.3,Moderate
Hyderabad,Southern-India,2023-02-14,65.4,101.2,42.0,28.1,1.2,84.1,14.7,35.0,6.6,195.9,Moderate
Hyderabad,Southern-India,2023-02-15,54.2,94.6,44.0,18.4,1.07,72.8,14.8,42.4,6.5,168.6,Moderate
Hyderabad,Southern-India,2023-02-16,46.0,91.3,39.3,11.1,1.15,64.9,17.2,31.6,3.6,147.2,Moderate
Hyderabad,Southern-India,2023-02-17,49.6,114.1,36.7,23.3,1.32,62.3,,36.0,2.6,165.5,Moderate
Hyderabad,Southern-India,2023-02-18,46.6,77.0,44.7,20.0,1.3,74.9,13.5,37.5,1.5,146.1,Moderate
Hyderabad,Southern-India,2023-02-19,59.5,72.1,41.5,17.7,1.23,59.1,18.0,38.7,12.9,169.7,Moderate
Hyderabad,Southern-India,2023-02-20,47.4,103.0,35.3,17.6,1.3,66.1,12.9,36.6,2.9,154.8,Moderate
Hyderabad,Southern-India,2023-02-21,56.0,77.8,44.1,22.3,1.2,64.5,8.3,47.5,4.8,166.4,Moderate
Hyderabad,Southern-India,2023-02-22,53.8,100.8,42.4,22.3,1.35,59.4,18.1,41.1,4.7,170.5,Moderate
Hyderabad,Southern-India,2023-02-23,41.8,128.5,32.9,23.2,0.96,58.5,14.5,44.6,16.7,153.7,Moderate
Hyderabad,Southern-India,2023-02-24,63.8,107.4,37.4,16.6,1.18,55.4,17.8,54.0,5.7,191.5,Moderate
Hyderabad,Southern-India,2023-02-25,70.0,89.2,37.8,21.3,1.06,60.5,13.6,40.5,5.9,198.3,Moderate
Hyderabad,Southern-India,2023-02-26,64.4,92.4,29.2,15.4,0.73,60.1,17.1,44.5,16.6,184.0,Moderate
Hyderabad,Southern-India,2023-02-27,52.4,83.8,37.9,19.2,1.13,66.1,15.2,51.2,15.1,158.7,Moderate
Hyderabad,Southern-India,2023-02-28,45.2,91.6,34.1,17.2,1.13,78.8,15.6,37.0,2.5,145.2,Moderate
Hyderabad,Southern-India,2023-03-01,59.4,75.2,45.3,18.5,0.78,44.7,15.0,46.4,3.4,172.1,Moderate
Hyderabad,Southern-India,2023-03-02,57.9,71.9,52.6,23.4,1.25,45.2,17.0,36.5,5.5,170.7,Moderate
Hyderabad,Southern-India,2023-03-03,49.5,104.1,47.0,16.4,1.04,42.3,17.9,47.4,1.8,163.0,Moderate
Hyderabad,Southern-India,2023-03-04,62.4,69.8,42.8,20.8,1.18,68.8,21.4,42.8,3.7,176.0,Moderate
Hyderabad,Southern-India,2023-03-05,44.9,68.6,42.0,20.3,1.36,61.7,15.9,43.3,4.2,138.4,Moderate
Hyderabad,Southern-India,2023-03-06,50.4,92.7,42.9,25.0,1.48,46.3,15.0,45.9,9.2,160.7,Moderate
Hyderabad,Southern-India,2023-03-07,54.3,83.2,35.4,14.8,0.8,34.3,13.6,51.3,12.5,161.0,Moderate
Hyderabad,Southern-India,2023-03-08,47.6,77.4,44.2,25.2,1.22,75.3,17.6,46.4,2.5,149.3,Moderate
Hyderabad,Southern-India,2023-03-09,63.9,91.9,38.9,16.3,1.34,72.5,17.1,48.8,10.9,185.9,Moderate
Hyderabad,Southern-India,2023-03-10,42.2,76.1,38.8,19.2,1.16,68.8,14.7,39.8,2.6,134.6,Moderate
Hyderabad,Southern-India,2023-03-11,48.8,90.1,31.1,17.5,1.18,81.1,13.2,37.9,9.3,151.3,Moderate
Hyderabad,Southern-India,2023-03-12,54.0,88.8,35.0,16.5,1.23,56.0,17.1,42.3,9.4,162.7,Moderate
Hyderabad,Southern-India,2023-03-13,54.7,73.8,37.8,20.4,0.99,57.8,15.7,41.5,3.6,159.8,Moderate
Hyderabad,Southern-India,2023-03-14,58.7,87.8,44.2,20.2,1.16,64.4,14.3,41.4,1.9,175.8,Moderate
Hyderabad,Southern-India,2023-03-15,,69.9,36.4,18.5,0.82,21.3,19.2,49.5,2.8,139.5,Moderate
Hyderabad,Southern-India,2023-03-16,59.3,82.0,23.0,22.7,1.14,71.8,15.7,43.3,11.7,168.8,Moderate
Hyderabad,Southern-India,2023-03-17,56.6,102.7,32.3,20.7,1.22,51.6,15.7,40.1,15.2,173.7,Moderate
Hyderabad,Southern-India,2023-03-18,41.7,75.5,30.7,19.3,0.87,32.2,15.8,54.9,11.7,130.9,Moderate
Hyderabad,Southern-India,2023-03-19,66.3,96.5,25.3,20.6,1.0,41.1,19.7,54.4,1.8,189.5,Moderate
Hyderabad,Southern-India,2023-03-20,52.2,68.3,34.7,18.4,1.14,54.1,20.3,41.9,10.5,151.1,Moderate
Hyderabad,Southern-India,2023-03-21,58.0,75.1,28.0,14.6,1.32,44.5,19.6,52.1,5.9,163.2,Moderate
Hyderabad,Southern-India,2023-03-22,66.1,78.3,31.1,22.7,0.91,70.6,18.4,42.0,2.6,184.0,Moderate
Hyderabad,Southern-India,2023-03-23,47.8,62.6,35.0,15.6,1.14,41.6,17.3,49.7,10.0,139.0,Moderate
Hyderabad,Southern-India,2023-03-24,56.2,72.0,39.1,19.7,0.85,53.6,17.9,57.4,8.7,162.5,Moderate
Hyderabad,Southern-India,2023-03-25,57.2,71.8,31.0,26.6,0.47,76.7,19.4,51.0,14.1,163.4,Moderate
Hyderabad,Southern-India,2023-03-26,54.1,57.4,34.9,18.0,0.81,62.1,18.5,45.1,5.4,150.7,Moderate
Hyderabad,Southern-India,2023-03-27,49.6,79.3,52.1,16.1,1.1,71.9,18.0,55.0,7.1,154.7,Moderate
Hyderabad,Southern-India,2023-03-28,41.5,76.5,35.1,24.5,1.21,61.5,21.5,39.8,6.8,133.2,Moderate
Hyderabad,Southern-India,2023-03-29,45.9,80.1,38.5,17.2,0.97,82.3,17.5,49.5,5.3,143.4,Moderate
Hyderabad,Southern-India,2023-03-30,51.8,47.4,34.1,18.7,0.93,53.9,16.4,48.0,8.6,141.8,Moderate
Hyderabad,Southern-India,2023-03-31,43.9,76.5,34.7,20.8,1.13,46.1,21.9,49.3,6.4,137.4,Moderate
Hyderabad,Southern-India,2023-04-01,41.0,65.0,31.1,16.0,1.21,66.7,15.9,54.5,9.0,124.6,Moderate
Hyderabad,Southern-India,2023-04-02,48.5,80.6,30.5,,0.99,72.7,24.3,61.9,11.8,147.4,Moderate
Hyderabad,Southern-India,2023-04-03,41.5,74.1,24.9,17.4,1.15,90.9,16.4,64.0,9.9,127.8,Moderate
Hyderabad,Southern-India,2023-04-04,43.4,69.0,30.5,14.1,1.03,76.6,21.8,60.2,9.8,130.8,Moderate
Hyderabad,Southern-India,2023-04-05,45.1,62.7,32.3,19.8,0.9,84.0,20.6,56.0,3.6,133.3,Moderate
Hyderabad,Southern-India,2023-04-06,,62.1,27.0,15.2,0.76,54.2,20.6,56.9,14.2,144.2,Moderate
Hyderabad,Southern-India,2023-04-07,35.7,85.4,22.6,14.7,0.93,62.5,25.1,60.2,14.9,118.9,Moderate
Hyderabad,Southern-India,2023-04-08,45.5,68.1,37.1,15.2,0.92,70.2,20.0,53.2,3.7,137.1,Moderate
Hyderabad,Southern-India,2023-04-09,38.7,65.6,22.9,8.1,1.09,59.7,23.7,60.1,4.8,116.1,Moderate
Hyderabad,Southern-India,2023-04-10,47.3,79.3,26.3,16.1,0.91,68.3,22.0,52.0,9.0,142.3,Moderate
Hyderabad,Southern-India,2023-04-11,41.7,76.6,30.3,12.0,0.65,65.8,21.7,51.7,16.9,129.7,Moderate
Hyderabad,Southern-India,2023-04-12,41.3,73.5,27.9,13.8,0.86,80.3,20.7,59.1,9.1,127.2,Moderate
Hyderabad,Southern-India,2023-04-13,44.2,61.1,33.2,14.6,0.92,81.3,26.4,62.7,13.5,130.1,Moderate
Hyderabad,Southern-India,2023-04-14,37.9,78.5,25.9,17.8,0.91,62.6,19.9,44.7,4.4,122.4,Moderate
Hyderabad,Southern-India,2023-04-15,43.0,63.1,34.5,13.4,0.94,39.8,23.2,63.6,12.7,128.5,Moderate
Hyderabad,Southern-India,2023-04-16,36.6,68.3,25.1,10.3,1.09,54.6,22.0,53.9,9.3,113.7,Moderate
Hyderabad,Southern-India,2023-04-17,37.3,81.3,28.6,14.5,1.03,58.2,22.3,47.9,9.7,122.4,Moderate
Hyderabad,Southern-India,2023-04-18,43.3,58.2,36.0,15.0,0.65,56.9,22.3,61.9,13.6,128.0,Moderate
Hyderabad,Southern-India,2023-04-19,39.2,73.9,29.3,16.3,0.76,74.6,25.5,60.6,7.4,124.0,Moderate
Hyderabad,Southern-India,2023-04-20,35.1,77.4,27.5,16.5,0.92,48.3,21.2,52.6,7.6,116.2,Moderate
Hyderabad,Southern-India,2023-04-21,37.7,76.5,24.2,15.5,0.83,51.7,22.5,57.8,12.6,120.2,Moderate
Hyderabad,Southern-India,2023-04-22,38.8,65.6,23.3,,0.75,71.7,22.3,55.9,10.2,118.3,Moderate
Hyderabad,Southern-India,2023-04-23,52.7,72.1,25.5,14.9,0.84,54.2,24.7,57.7,9.0,150.0,Moderate
Hyderabad,Southern-India,2023-04-24,43.7,80.6,35.9,,0.86,35.1,25.2,62.4,6.2,137.9,Moderate
Hyderabad,Southern-India,2023-04-25,34.8,55.1,27.0,10.0,1.01,60.2,26.4,61.3,2.8,105.2,Moderate
Hyderabad,Southern-India,2023-04-26,30.0,69.8,35.0,13.6,0.88,64.6,23.4,68.6,6.4,104.1,Moderate
Hyderabad,Southern-India,2023-04-27,34.6,58.3,26.5,12.2,0.99,61.1,21.0,59.4,10.8,106.5,Moderate
Hyderabad,Southern-India,2023-04-28,27.8,80.8,31.7,18.0,1.06,75.2,24.0,56.4,4.8,103.8,Moderate
Hyderabad,Southern-India,2023-04-29,33.8,68.7,21.5,16.1,0.9,63.1,25.7,59.2,12.1,108.2,Moderate
Hyderabad,Southern-India,2023-04-30,39.9,57.3,25.7,7.2,0.72,86.8,27.0,63.8,3.7,115.8,Moderate
Hyderabad,Southern-India,2023-05-01,38.5,74.0,23.8,8.2,0.72,92.2,25.7,66.1,4.8,119.2,Moderate
Hyderabad,Southern-India,2023-05-02,34.9,76.6,27.7,13.9,0.61,60.1,26.4,63.1,4.2,115.0,Moderate
Hyderabad,Southern-India,2023-05-03,27.1,62.7,20.6,10.9,0.78,75.1,23.3,66.1,10.5,90.3,Satisfactory
Hyderabad,Southern-India,2023-05-04,32.9,63.6,27.4,14.8,0.94,72.6,29.0,59.0,5.0,105.6,Moderate
Hyderabad,Southern-India,2023-05-05,37.3,43.7,21.1,12.5,0.88,74.0,26.0,59.8,9.0,104.7,Moderate
Hyderabad,Southern-India,2023-05-06,35.3,68.5,23.1,14.3,0.62,86.7,26.8,65.7,11.3,111.4,Moderate
Hyderabad,Southern-India,2023-05-07,34.2,55.4,27.3,12.8,0.51,67.7,26.0,59.1,4.8,104.8,Moderate
Hyderabad,Southern-India,2023-05-08,31.3,48.5,23.6,16.4,0.85,68.6,26.4,61.6,2.7,95.4,Satisfactory
Hyderabad,Southern-India,2023-05-09,31.5,61.2,24.9,14.4,0.62,57.5,26.1,61.1,11.6,100.9,Moderate
Hyderabad,Southern-India,2023-05-10,32.8,59.3,26.0,7.7,0.78,35.3,28.9,65.2,5.0,102.0,Moderate
Hyderabad,Southern-India,2023-05-11,30.0,56.0,26.0,14.4,0.57,80.6,26.7,61.8,14.2,96.1,Satisfactory
Hyderabad,Southern-India,2023-05-12,26.8,42.9,23.4,12.4,0.64,50.3,27.6,63.9,9.3,83.1,Satisfactory
Hyderabad,Southern-India,2023-05-13,38.8,53.1,15.0,13.2,0.7,73.3,29.1,64.1,14.6,109.8,Moderate
Hyderabad,Southern-India,2023-05-14,39.5,50.0,21.9,12.2,0.53,51.3,28.4,74.1,14.1,111.9,Moderate
Hyderabad,Southern-India,2023-05-15,38.9,45.1,,10.0,0.61,52.1,29.3,69.5,9.1,108.3,Moderate
Hyderabad,Southern-India,2023-05-16,25.6,59.5,16.6,10.8,0.82,75.0,25.7,66.7,2.4,84.6,Satisfactory
Hyderabad,Southern-India,2023-05-17,40.6,53.2,21.1,9.5,0.83,69.8,25.6,71.8,12.3,114.7,Moderate
Hyderabad,Southern-India,2023-05-18,27.0,55.4,18.8,10.3,0.77,67.9,29.2,61.1,2.4,86.6,Satisfactory
Hyderabad,Southern-India,2023-05-19,28.7,48.3,26.6,12.7,0.84,76.7,25.6,68.6,11.9,90.2,Satisfactory
Hyderabad,Southern-India,2023-05-20,35.2,45.5,24.3,8.1,0.65,83.0,28.8,68.7,17.9,101.1,Moderate
Hyderabad,Southern-India,2023-05-21,33.3,50.1,22.8,11.9,0.62,80.0,30.0,63.1,12.4,99.3,Satisfactory
Hyderabad,Southern-India,2023-05-22,30.7,57.2,21.3,13.4,0.7,85.0,29.8,71.4,11.4,96.5,Satisfactory
Hyderabad,Southern-India,2023-05-23,29.5,40.8,25.7,10.1,0.49,73.1,29.6,59.6,8.4,88.0,Satisfactory
Hyderabad,Southern-India,2023-05-24,35.9,44.9,21.0,12.5,0.68,52.8,30.2,67.4,11.8,102.1,Moderate
Hyderabad,Southern-India,2023-05-25,25.0,59.2,16.2,11.9,0.59,59.9,31.4,63.7,6.0,83.5,Satisfactory
Hyderabad,Southern-India,2023-05-26,25.1,48.1,16.3,9.3,0.77,58.7,30.8,72.8,3.2,78.7,Satisfactory
Hyderabad,Southern-India,2023-05-27,28.0,40.3,18.2,9.6,0.64,47.8,28.7,70.7,4.7,82.3,Satisfactory
Hyderabad,Southern-India,2023-05-28,24.8,48.8,20.3,11.9,0.5,52.5,30.7,69.7,11.2,80.0,Satisfactory
Hyderabad,Southern-India,2023-05-29,26.2,50.3,16.2,12.7,0.63,70.9,30.3,69.7,9.3,82.6,Satisfactory
Hyderabad,Southern-India,2023-05-30,29.0,47.6,20.9,8.5,0.62,74.8,25.9,78.9,7.9,87.9,Satisfactory
Hyderabad,Southern-India,2023-05-31,22.8,48.2,21.9,14.0,0.56,66.8,30.4,63.0,3.8,76.6,Satisfactory
Hyderabad,Southern-India,2023-06-01,28.7,49.7,22.0,8.6,0.63,103.0,28.2,72.8,11.5,88.5,Satisfactory
Hyderabad,Southern-India,2023-06-02,30.3,38.3,21.2,12.4,0.54,51.3,29.8,76.9,9.7,87.8,Satisfactory
Hyderabad,Southern-India,2023-06-03,24.0,53.2,22.6,11.9,0.7,78.3,28.0,61.4,6.6,80.9,Satisfactory
Hyderabad,Southern-India,2023-06-04,18.8,48.8,17.3,13.1,0.67,44.7,30.8,81.2,7.2,66.8,Satisfactory
Hyderabad,Southern-India,2023-06-05,25.5,53.2,23.5,12.7,0.58,51.7,30.6,70.2,9.3,84.3,Satisfactory
Hyderabad,Southern-India,2023-06-06,,39.4,17.8,10.1,0.56,71.3,33.0,68.3,11.3,81.3,Satisfactory
Hyderabad,Southern-India,2023-06-07,27.6,43.6,19.3,11.8,0.56,56.8,28.4,71.3,4.4,83.5,Satisfactory
Hyderabad,Southern-India,2023-06-08,27.2,38.5,23.4,12.6,0.64,68.0,31.0,73.6,4.8,82.1,Satisfactory
Hyderabad,Southern-India,2023-06-09,27.2,29.6,23.6,10.7,0.57,68.0,32.6,67.7,6.8,78.1,Satisfactory
Hyderabad,Southern-India,2023-06-10,30.0,29.8,18.5,6.9,0.66,70.2,33.6,64.2,13.0,81.7,Satisfactory
Hyderabad,Southern-India,2023-06-11,21.3,45.5,18.9,10.2,0.51,69.4,32.2,75.3,6.4,70.6,Satisfactory
Hyderabad,Southern-India,2023-06-12,27.1,40.9,17.6,7.9,0.59,81.5,31.8,75.3,9.7,80.1,Satisfactory
Hyderabad,Southern-India,2023-06-13,27.7,42.1,19.4,9.8,0.36,56.7,32.7,69.5,3.5,82.8,Satisfactory
Hyderabad,Southern-India,2023-06-14,26.7,41.0,20.6,10.6,0.38,63.1,31.4,60.8,11.0,80.7,Satisfactory
Hyderabad,Southern-India,2023-06-15,19.1,42.5,18.9,11.1,0.47,71.8,30.3,73.3,6.7,65.1,Satisfactory
Hyderabad,Southern-India,2023-06-16,18.2,33.4,17.6,10.7,0.54,62.1,31.5,70.3,10.9,59.1,Satisfactory
Hyderabad,Southern-India,2023-06-17,26.9,38.1,22.2,9.1,0.64,75.5,34.1,77.0,3.9,80.3,Satisfactory
Hyderabad,Southern-India,2023-06-18,21.6,48.5,20.2,9.1,0.53,73.3,34.8,76.5,3.8,72.6,Satisfactory
Hyderabad,Southern-India,2023-06-19,29.9,38.4,15.7,9.7,0.64,92.3,36.1,71.6,10.0,84.9,Satisfactory
Hyderabad,Southern-India,2023-06-20,29.6,45.8,8.2,5.9,0.54,61.9,31.2,77.7,5.5,84.0,Satisfactory
Hyderabad,Southern-India,2023-06-21,24.2,29.4,25.2,11.4,0.65,85.2,33.5,77.5,13.3,72.4,Satisfactory
Hyderabad,Southern-India,2023-06-22,21.2,39.5,21.3,7.9,0.6,78.7,29.5,75.0,13.0,68.2,Satisfactory
Hyderabad,Southern-India,2023-06-23,22.3,37.1,18.7,8.3,0.57,77.0,32.0,79.9,9.7,69.1,Satisfactory
Hyderabad,Southern-India,2023-06-24,24.3,40.5,19.9,8.7,0.45,70.1,32.7,84.3,5.4,74.9,Satisfactory
Hyderabad,Southern-India,2023-06-25,23.4,30.6,15.2,12.1,0.5,68.9,34.8,77.2,11.3,68.4,Satisfactory
Hyderabad,Southern-India,2023-06-26,19.0,34.9,15.6,11.4,0.44,68.5,33.7,69.1,5.6,60.9,Satisfactory
Hyderabad,Southern-India,2023-06-27,25.6,40.8,16.3,10.2,0.46,41.2,33.4,64.5,2.9,77.1,Satisfactory
Hyderabad,Southern-India,2023-06-28,21.1,41.9,17.2,7.4,0.45,69.3,34.2,71.4,13.2,67.7,Satisfactory
Hyderabad,Southern-India,2023-06-29,19.3,37.5,15.4,9.3,0.48,31.0,30.0,71.5,6.2,62.1,Satisfactory
Hyderabad,Southern-India,2023-06-30,18.8,29.3,20.9,10.0,0.41,83.0,,71.0,7.2,59.4,Satisfactory
Hyderabad,Southern-India,2023-07-01,27.1,34.4,15.0,12.6,0.55,60.7,32.6,80.5,12.7,77.7,Satisfactory
Hyderabad,Southern-India,2023-07-02,18.9,35.4,16.5,7.9,0.3,59.6,30.5,68.4,3.2,60.4,Satisfactory
Hyderabad,Southern-India,2023-07-03,27.5,37.5,14.3,10.4,0.42,70.1,36.7,79.6,4.1,79.1,Satisfactory
Hyderabad,Southern-India,2023-07-04,20.1,35.7,17.2,8.8,0.43,55.2,34.5,70.2,17.8,63.4,Satisfactory
Hyderabad,Southern-India,2023-07-05,23.9,35.9,18.1,9.5,0.35,63.4,32.1,75.8,2.9,71.9,Satisfactory
Hyderabad,Southern-India,2023-07-06,26.1,34.9,21.1,6.7,0.42,82.5,33.1,73.2,2.3,76.5,Satisfactory
Hyderabad,Southern-India,2023-07-07,26.6,31.6,17.4,10.6,0.52,41.4,34.6,75.0,3.5,76.0,Satisfactory
Hyderabad,Southern-India,2023-07-08,26.5,28.6,16.1,9.9,0.56,72.3,32.6,77.8,13.6,73.9,Satisfactory
Hyderabad,Southern-India,2023-07-09,23.3,40.3,15.8,9.0,0.4,18.6,35.7,69.2,14.2,71.5,Satisfactory
Hyderabad,Southern-India,2023-07-10,23.4,34.8,20.2,7.5,0.58,50.0,35.2,79.8,13.2,70.6,Satisfactory
Hyderabad,Southern-India,2023-07-11,22.0,40.7,17.6,5.7,0.39,44.5,30.6,79.1,5.2,68.8,Satisfactory
Hyderabad,Southern-India,2023-07-12,20.5,34.1,17.1,11.9,0.55,74.3,33.4,74.2,8.2,64.1,Satisfactory
Hyderabad,Southern-India,2023-07-13,22.2,36.6,18.4,11.1,0.43,87.7,33.8,67.2,6.5,69.0,Satisfactory
Hyderabad,Southern-India,2023-07-14,18.0,33.3,15.9,9.6,0.53,88.5,36.5,80.5,5.0,57.8,Satisfactory
Hyderabad,Southern-India,2023-07-15,20.1,44.2,13.9,9.4,0.44,76.7,32.1,72.1,9.1,66.0,Satisfactory
Hyderabad,Southern-India,2023-07-16,26.5,35.5,14.9,6.0,0.59,65.7,32.4,78.6,3.5,75.4,Satisfactory
Hyderabad,Southern-India,2023-07-17,19.6,35.2,23.4,8.9,0.62,82.1,35.2,78.8,13.0,64.1,Satisfactory
Hyderabad,Southern-India,2023-07-18,20.3,37.1,15.3,8.0,0.4,65.0,30.3,79.2,6.1,63.7,Satisfactory
Hyderabad,Southern-India,2023-07-19,25.8,37.9,14.5,9.4,0.41,78.6,32.3,80.2,7.0,75.6,Satisfactory
Hyderabad,Southern-India,2023-07-20,17.6,31.8,18.4,7.7,0.43,57.5,36.3,75.0,6.0,56.8,Satisfactory
Hyderabad,Southern-India,2023-07-21,20.1,34.9,17.6,9.5,0.52,71.9,36.8,75.5,8.3,63.4,Satisfactory
Hyderabad,Southern-India,2023-07-22,24.3,35.9,15.7,11.0,0.57,69.6,36.9,74.1,6.8,72.2,Satisfactory
Hyderabad,Southern-India,2023-07-23,18.1,33.9,15.2,8.3,0.48,58.2,36.2,70.3,15.4,57.7,Satisfactory
Hyderabad,Southern-India,2023-07-24,19.6,31.5,15.4,7.7,0.47,53.9,31.6,74.2,5.7,60.0,Satisfactory
Hyderabad,Southern-India,2023-07-25,20.9,26.2,18.8,7.9,0.62,68.7,37.0,70.1,12.0,61.7,Satisfactory
Hyderabad,Southern-India,2023-07-26,23.1,35.5,14.7,,0.52,70.6,34.2,76.1,2.6,68.9,Satisfactory
Hyderabad,Southern-India,2023-07-27,21.4,30.4,17.8,8.0,0.45,53.7,37.3,71.1,14.4,64.1,Satisfactory
Hyderabad,Southern-India,2023-07-28,30.8,35.7,16.0,8.4,0.39,84.3,33.0,78.3,8.5,85.4,Satisfactory
Hyderabad,Southern-India,2023-07-29,,35.4,15.9,7.0,0.5,44.9,34.2,79.7,9.1,59.5,Satisfactory
Hyderabad,Southern-India,2023-07-30,32.2,33.8,17.0,8.1,0.32,61.0,35.3,80.9,7.7,87.8,Satisfactory
Hyderabad,Southern-India,2023-07-31,14.1,42.5,14.1,7.7,0.57,65.1,34.9,78.5,6.7,52.4,Satisfactory
Hyderabad,Southern-India,2023-08-01,20.8,31.4,19.1,11.8,0.59,68.2,34.2,68.6,8.8,64.4,Satisfactory
Hyderabad,Southern-India,2023-08-02,27.2,31.5,16.4,7.3,0.55,57.0,33.8,75.2,17.2,76.0,Satisfactory
Hyderabad,Southern-India,2023-08-03,18.4,38.7,17.4,7.6,0.49,62.2,34.4,73.9,7.4,60.8,Satisfactory
Hyderabad,Southern-India,2023-08-04,25.5,41.0,18.7,,0.5,54.5,33.9,72.3,6.4,76.7,Satisfactory
Hyderabad,Southern-India,2023-08-05,28.2,29.4,18.3,8.4,0.51,68.1,33.5,74.5,6.0,78.1,Satisfactory
Hyderabad,Southern-India,2023-08-06,20.9,37.7,14.5,8.2,0.49,61.5,,70.3,6.2,64.9,Satisfactory
Hyderabad,Southern-India,2023-08-07,23.3,41.3,14.5,10.8,0.6,98.0,37.4,69.0,10.7,71.9,Satisfactory
Hyderabad,Southern-India,2023-08-08,,29.3,18.4,9.4,0.64,56.9,35.0,66.3,7.1,67.8,Satisfactory
Ahmedabad,Western-India,2023-01-01,105.8,177.3,44.6,24.2,2.31,33.2,,37.1,8.6,311.3,Very Poor
Ahmedabad,Western-India,2023-01-02,89.6,151.1,41.7,,2.37,39.3,14.7,39.8,5.9,265.3,Poor
Ahmedabad,Western-India,2023-01-03,87.1,196.3,60.3,24.1,2.47,32.7,18.7,32.0,9.0,284.3,Poor
Ahmedabad,Western-India,2023-01-04,114.9,157.8,47.9,14.9,3.08,26.7,18.3,37.5,5.6,321.8,Very Poor
Ahmedabad,Western-India,2023-01-05,96.4,190.2,50.4,24.6,2.72,35.9,15.5,40.6,8.3,298.5,Poor
Ahmedabad,Western-India,2023-01-06,99.1,134.1,66.6,24.9,2.53,34.1,18.4,43.6,10.2,286.7,Poor
Ahmedabad,Western-India,2023-01-07,87.2,225.2,62.2,24.3,1.64,42.4,16.5,25.7,5.6,296.6,Poor
Ahmedabad,Western-India,2023-01-08,100.1,151.3,60.2,20.1,2.38,35.7,14.8,22.0,15.1,292.8,Poor
Ahmedabad,Western-India,2023-01-09,76.9,164.6,63.1,26.2,3.06,21.7,13.4,34.3,5.5,251.5,Poor
Ahmedabad,Western-India,2023-01-10,75.5,221.4,54.5,25.5,2.62,28.4,15.8,35.7,3.8,268.5,Poor
Ahmedabad,Western-India,2023-01-11,93.8,132.3,43.7,18.4,2.33,27.1,14.5,28.6,6.7,266.6,Poor
Ahmedabad,Western-India,2023-01-12,73.1,174.2,76.8,18.9,2.5,33.3,16.6,35.9,9.3,250.0,Poor
Ahmedabad,Western-India,2023-01-13,88.8,177.3,60.7,29.4,2.19,33.0,15.9,33.3,13.4,281.5,Poor
Ahmedabad,Western-India,2023-01-14,87.2,177.5,65.2,19.0,2.42,38.8,17.7,29.4,8.0,277.6,Poor
Ahmedabad,Western-India,2023-01-15,72.6,206.3,46.8,15.8,2.68,33.8,14.1,40.9,7.8,252.3,Poor
Ahmedabad,Western-India,2023-01-16,94.6,147.2,49.8,16.8,2.98,33.0,12.8,34.6,2.4,275.7,Poor
