Date,Open,High,Low,Close,Adj Close,Volume,Company,Sector,Moving_Average_20,Moving_Average_50,Daily_Return
2022-05-14,105.06,105.82,103.65,104.66,104.47,4695772.0,Microsoft,Technology,105.05,104.67,-0.0176
2022-05-15,103.51,104.38,102.63,103.56,103.47,4389991.0,Amazon,E-Commerce,104.84,104.62,-0.0105
2022-05-16,104.52,104.87,103.59,104.32,104.34,,Apple,Technology,104.72,104.58,0.0073
2022-05-17,106.5,107.07,105.34,106.04,106.28,4081048.0,Tesla,Automotive,104.72,104.54,0.0165
2022-05-18,105.17,106.38,103.51,104.57,104.3,3390633.0,Apple,Technology,104.7,104.52,-0.0139
2022-05-19,105.97,107.04,104.62,105.58,105.52,1282618.0,Tesla,Automotive,104.7,104.48,0.0097
2022-05-20,104.97,105.75,103.29,104.01,104.04,1771179.0,Microsoft,Technology,104.73,104.42,-0.0149
2022-05-21,104.16,105.53,103.04,104.66,104.29,195494.0,Amazon,E-Commerce,104.81,104.41,0.0062
2022-05-22,104.03,104.74,102.72,103.48,103.31,3097439.0,Amazon,E-Commerce,104.86,104.37,-0.0113
2022-05-23,103.77,104.98,101.72,102.26,102.12,3328409.0,Tesla,Automotive,104.86,104.33,-0.0118
2022-05-24,102.81,103.55,102.08,102.65,102.49,4998841.0,Microsoft,Technology,104.84,104.29,0.0038
2022-05-25,101.56,103.54,101.05,102.67,102.71,3114130.0,Amazon,E-Commerce,104.76,104.29,0.0002
2022-05-26,102.87,104.01,101.33,102.05,102.01,4847492.0,Microsoft,Technology,104.65,104.24,-0.006
2022-05-27,102.2,103.01,101.03,102.44,102.33,2211278.0,Tesla,Automotive,104.54,104.19,0.0038
2022-05-28,100.94,102.93,100.38,101.66,101.74,3988832.0,Tesla,Automotive,104.32,104.15,-0.0076
2022-05-29,101.54,101.88,100.64,101.5,101.84,4635751.0,Apple,Technology,104.15,104.09,-0.0016
2022-05-30,100.27,102.17,99.67,100.88,101.21,316651.0,Amazon,E-Commerce,103.86,104.02,-0.0061
2022-05-31,101.25,102.91,100.53,102.22,101.83,1640856.0,Amazon,E-Commerce,103.53,103.99,0.0133
2022-06-01,101.96,102.69,101.36,101.71,101.82,3554520.0,Apple,Technology,103.37,103.94,-0.005
2022-06-02,100.91,101.39,100.18,101.15,101.12,705502.0,Tesla,Automotive,103.1,103.86,-0.0055
2022-06-03,101.27,101.94,100.22,100.97,101.0,2635244.0,Tesla,Automotive,102.92,103.78,-0.0018
2022-06-04,101.45,102.8,100.49,102.32,102.24,1660155.0,Tesla,Automotive,102.86,103.73,0.0134
2022-06-05,100.26,100.87,98.77,99.64,99.66,4140114.0,Tesla,Automotive,102.62,103.65,-0.0262
2022-06-06,100.41,101.67,99.97,100.92,100.95,1711589.0,Microsoft,Technology,102.37,103.63,0.0128
2022-06-07,100.25,101.34,98.66,,99.67,568163.0,Amazon,E-Commerce,102.13,103.65,-0.0113
2022-06-08,100.76,101.62,99.56,100.42,100.24,939812.0,Amazon,E-Commerce,101.87,103.63,0.0064
2022-06-09,99.22,100.63,98.36,99.73,99.64,870008.0,Tesla,Automotive,101.66,103.56,-0.0069
2022-06-10,98.43,98.9,97.21,98.01,98.06,4598907.0,Tesla,Automotive,101.32,103.47,-0.0172
2022-06-11,95.99,96.73,95.34,96.2,96.32,3100102.0,Tesla,Automotive,100.96,103.34,-0.0185
2022-06-12,96.71,98.05,95.55,96.41,96.58,4031926.0,Amazon,E-Commerce,100.67,103.2,0.0022
2022-06-13,96.75,97.93,95.8,97.35,97.25,1144654.0,Amazon,E-Commerce,100.4,103.0,0.0098
2022-06-14,96.58,97.87,95.88,96.15,96.21,2478772.0,Tesla,Automotive,100.08,102.77,-0.0123
2022-06-15,96.19,97.46,95.55,96.73,96.92,3576452.0,Microsoft,Technology,99.81,102.57,0.006
2022-06-16,94.46,95.26,93.68,94.41,94.64,3497559.0,Apple,Technology,99.41,102.34,-0.024
2022-06-17,94.56,95.68,93.25,94.12,94.11,448737.0,Apple,Technology,99.03,102.12,-0.0031
2022-06-18,93.21,95.02,92.05,93.84,93.79,2921562.0,Apple,Technology,98.65,101.89,-0.003
2022-06-19,93.11,93.91,92.54,93.14,93.18,1549299.0,Amazon,E-Commerce,98.26,101.68,-0.0075
2022-06-20,91.95,94.17,91.3,93.49,93.26,1612185.0,Amazon,E-Commerce,97.82,101.49,0.0038
2022-06-21,91.37,92.37,90.72,91.59,91.55,2864630.0,Apple,Technology,97.32,101.27,-0.0203
2022-06-22,90.98,92.3,90.42,91.39,91.54,281601.0,Apple,Technology,96.83,101.06,-0.0022
2022-06-23,92.99,94.06,91.0,91.7,91.82,4362986.0,Microsoft,Technology,96.37,100.83,0.0034
2022-06-24,92.79,93.6,90.71,91.74,91.69,3468737.0,Amazon,E-Commerce,95.84,100.58,0.0004
2022-06-25,92.72,94.26,92.24,93.27,93.32,2644544.0,Amazon,E-Commerce,95.52,100.36,0.0167
2022-06-26,91.56,92.85,90.48,91.41,91.25,1395129.0,Apple,Technology,95.04,100.09,-0.0199
2022-06-27,92.21,93.41,91.92,92.49,92.64,3599585.0,Microsoft,Technology,94.68,99.82,0.0118
2022-06-28,94.2,95.09,92.89,93.52,93.51,1514780.0,Microsoft,Technology,94.33,99.59,0.0111
2022-06-29,90.68,91.65,89.98,91.31,91.25,4954078.0,Apple,Technology,93.91,99.29,-0.0236
2022-06-30,90.47,90.48,88.47,89.77,89.7,2128217.0,Apple,Technology,93.5,98.91,-0.0169
2022-07-01,91.41,92.33,90.25,90.97,90.95,759297.0,Amazon,E-Commerce,93.24,98.63,0.0134
2022-07-02,90.97,91.74,89.09,89.23,89.14,2664878.0,Apple,Technology,92.88,98.28,-0.0191
2022-07-03,91.19,91.83,90.8,91.0,91.13,1262936.0,Tesla,Automotive,92.56,98.01,0.0198
2022-07-04,90.99,91.86,88.86,89.67,89.59,689306.0,Microsoft,Technology,92.24,97.73,-0.0146
2022-07-05,89.22,91.96,88.24,91.18,91.5,1545819.0,Apple,Technology,91.96,97.47,0.0168
2022-07-06,,91.95,89.85,90.81,91.1,4010920.0,Tesla,Automotive,91.78,97.16,-0.0041
2022-07-07,91.26,92.65,90.41,91.82,91.64,2333969.0,Microsoft,Technology,91.67,96.91,0.0111
2022-07-08,90.93,93.18,89.78,92.6,92.62,292803.0,Tesla,Automotive,91.6,96.65,0.0085
2022-07-09,,93.53,91.07,91.7,91.57,1759848.0,Tesla,Automotive,91.53,96.4,-0.0097
2022-07-10,92.45,93.38,91.39,92.64,92.58,3012035.0,Apple,Technology,91.49,96.16,0.0103
2022-07-11,91.21,92.7,90.9,91.75,92.15,2553039.0,Microsoft,Technology,91.5,95.93,-0.0096
2022-07-12,91.32,91.98,90.2,90.73,90.67,3396581.0,Tesla,Automotive,91.47,95.7,-0.0111
2022-07-13,92.05,92.65,91.55,91.81,91.88,2075516.0,Amazon,E-Commerce,91.47,95.48,0.0119
2022-07-14,91.48,92.3,89.55,90.27,90.38,4628458.0,Microsoft,Technology,91.4,95.23,-0.0168
2022-07-15,91.93,92.73,89.91,90.7,90.5,4502140.0,Amazon,E-Commerce,91.27,95.01,0.0048
2022-07-16,93.56,94.5,92.05,92.88,92.71,4427219.0,Apple,Technology,91.34,94.81,0.024
2022-07-17,94.09,94.81,92.97,93.79,93.55,4490985.0,Amazon,E-Commerce,91.41,94.66,0.0098
2022-07-18,92.93,93.45,92.41,93.2,93.03,902491.0,Microsoft,Technology,91.39,94.49,-0.0063
2022-07-19,94.81,96.21,94.07,95.54,94.97,877150.0,Tesla,Automotive,91.6,94.38,0.0251
2022-07-20,94.1,95.43,93.75,94.39,94.5,3417568.0,Tesla,Automotive,91.83,94.23,-0.012
2022-07-21,93.57,94.28,91.45,92.66,93.07,3127929.0,Microsoft,Technology,91.92,94.05,-0.0183
2022-07-22,91.39,92.12,90.48,91.19,91.22,871469.0,Tesla,Automotive,92.02,93.85,-0.0159
2022-07-23,89.67,90.76,88.04,88.7,88.41,2421991.0,Amazon,E-Commerce,91.9,93.6,-0.0273
2022-07-24,89.53,90.12,88.11,89.39,89.26,1776099.0,Tesla,Automotive,91.89,93.34,0.0078
2022-07-25,89.3,89.63,87.89,88.32,88.23,2190651.0,Tesla,Automotive,91.74,93.12,-0.012
2022-07-26,91.8,92.55,90.45,90.92,90.71,3815526.0,Amazon,E-Commerce,91.75,92.92,0.0294
2022-07-27,90.97,91.62,90.12,90.59,90.77,874456.0,Amazon,E-Commerce,91.69,92.73,-0.0036
2022-07-28,91.16,92.56,90.38,92.05,92.21,3054233.0,Amazon,E-Commerce,91.66,92.57,0.0161
2022-07-29,91.52,93.09,90.59,92.34,92.11,993155.0,Apple,Technology,91.69,92.42,0.0032
2022-07-30,89.02,90.68,87.99,89.73,89.87,627169.0,Amazon,E-Commerce,91.55,92.25,-0.0283
2022-07-31,89.61,91.34,88.03,90.54,90.85,3881876.0,Amazon,E-Commerce,91.49,92.14,0.009
2022-08-01,90.66,91.56,90.13,90.26,90.64,1997465.0,Apple,Technology,91.46,92.02,-0.0031
2022-08-02,88.99,90.82,88.01,89.48,90.05,2363567.0,Tesla,Automotive,91.35,91.86,-0.0086
2022-08-03,90.0,91.15,89.37,90.45,90.27,4765770.0,Amazon,E-Commerce,91.36,91.74,0.0108
2022-08-04,89.98,91.7,89.36,90.82,91.38,2170569.0,Microsoft,Technology,91.36,91.63,0.0041
2022-08-05,90.23,91.55,89.62,90.91,90.84,1416461.0,Amazon,E-Commerce,91.26,91.56,0.001
2022-08-06,90.15,91.82,89.62,91.27,91.15,247733.0,Amazon,E-Commerce,91.14,91.5,0.004
2022-08-07,93.55,94.18,92.01,93.32,93.38,4129251.0,Apple,Technology,91.14,91.49,0.0225
2022-08-08,93.4,94.05,91.48,92.53,92.41,394977.0,Microsoft,Technology,90.99,91.48,-0.0085
2022-08-09,92.88,94.03,92.07,93.12,93.2,2824006.0,Tesla,Automotive,90.93,91.47,0.0064
2022-08-10,92.99,94.59,91.79,93.08,92.82,1219816.0,Tesla,Automotive,90.95,91.5,-0.0004
2022-08-11,91.92,92.93,91.57,92.34,92.29,2828338.0,Microsoft,Technology,91.01,91.52,-0.008
2022-08-12,93.29,93.96,92.16,92.56,92.82,2406456.0,Amazon,E-Commerce,91.2,91.54,0.0024
2022-08-13,92.94,94.26,92.79,93.48,93.46,4071183.0,Apple,Technology,91.41,91.57,0.0099
2022-08-14,91.4,94.02,90.81,93.1,93.13,4072369.0,Microsoft,Technology,91.64,91.57,-0.0041
2022-08-15,91.92,93.04,91.07,92.16,92.26,4650038.0,Microsoft,Technology,91.71,91.58,-0.0101
2022-08-16,92.26,93.56,91.43,92.38,92.61,3326250.0,Tesla,Automotive,91.8,91.58,0.0024
2022-08-17,93.01,93.08,91.73,92.57,92.24,2570950.0,Apple,Technology,91.82,91.56,0.0021
2022-08-18,93.82,93.9,92.86,93.24,93.36,2866952.0,Microsoft,Technology,91.87,91.6,0.0072
2022-08-19,92.83,93.89,91.79,93.24,93.19,501176.0,Apple,Technology,92.04,91.67,0.0
2022-08-20,92.77,94.19,91.9,93.06,93.1,1171038.0,Amazon,E-Commerce,92.17,91.71,-0.0019
2022-08-21,91.56,91.89,90.31,91.33,91.55,1143423.0,Tesla,Automotive,92.22,91.75,-0.0186
2022-08-22,92.05,92.15,91.45,91.68,91.44,1952829.0,Amazon,E-Commerce,92.33,91.77,0.0038
2022-08-23,91.9,92.87,90.92,91.81,91.61,2617626.0,Apple,Technology,92.4,91.81,0.0014
2022-08-24,93.6,94.47,91.25,91.69,91.3,192889.0,Amazon,E-Commerce,92.44,91.82,-0.0013
2022-08-25,91.69,92.17,90.61,91.29,91.18,4383256.0,Tesla,Automotive,92.46,91.83,-0.0044
2022-08-26,92.24,92.89,91.28,92.39,92.65,,Apple,Technology,92.52,91.84,0.012
2022-08-27,93.19,95.4,92.36,94.89,94.87,4709635.0,Microsoft,Technology,92.6,91.89,0.0271
2022-08-28,93.46,95.47,92.92,94.64,94.37,2898945.0,Amazon,E-Commerce,92.7,91.94,-0.0026
2022-08-29,95.45,96.18,94.64,95.57,95.47,4515880.0,Tesla,Automotive,92.82,92.0,0.0098
2022-08-30,95.6,96.66,95.26,95.71,95.41,3202923.0,Microsoft,Technology,92.96,92.08,0.0015
2022-08-31,94.47,94.53,92.3,93.45,93.22,2695301.0,Tesla,Automotive,93.01,92.14,-0.0236
2022-09-01,91.65,93.53,90.91,92.98,93.06,965796.0,Apple,Technology,93.03,92.16,-0.005
2022-09-02,94.39,94.85,92.57,93.7,93.47,3053661.0,Apple,Technology,93.04,92.23,0.0077
2022-09-03,94.35,95.27,93.71,94.55,94.77,2499940.0,Amazon,E-Commerce,93.12,92.31,0.0091
2022-09-04,94.61,95.84,93.97,95.2,95.19,3237877.0,Tesla,Automotive,93.27,92.35,0.0069
2022-09-05,95.62,96.66,93.6,94.17,94.19,4548388.0,Tesla,Automotive,93.36,92.36,-0.0108
2022-09-06,94.14,94.38,91.93,92.99,92.94,229466.0,Tesla,Automotive,93.38,92.36,-0.0125
2022-09-07,96.0,96.82,95.26,95.84,96.0,2211740.0,Apple,Technology,93.51,92.36,0.0306
2022-09-08,95.82,97.75,94.83,96.79,96.94,4081576.0,Amazon,E-Commerce,93.69,92.41,0.0099
2022-09-09,95.3,96.97,94.61,95.62,95.68,3407657.0,Tesla,Automotive,93.81,92.47,-0.0121
2022-09-10,96.74,97.4,95.48,95.68,95.8,1694575.0,Tesla,Automotive,94.03,92.56,0.0006
2022-09-11,97.48,98.37,96.73,97.36,97.31,4954761.0,Microsoft,Technology,94.32,92.73,0.0176
2022-09-12,97.31,98.34,96.87,98.08,98.19,1832329.0,Tesla,Automotive,94.63,92.91,0.0074
2022-09-13,96.95,97.7,96.14,97.62,97.55,1957084.0,Amazon,E-Commerce,94.93,93.09,-0.0047
2022-09-14,97.53,98.58,96.81,97.26,97.26,,Microsoft,Technology,95.22,93.22,-0.0037
2022-09-15,99.26,100.05,98.09,99.16,99.11,4614057.0,Microsoft,Technology,95.56,93.39,0.0195
2022-09-16,100.39,102.44,99.62,101.29,101.2,3930405.0,Microsoft,Technology,95.88,93.57,0.0215
2022-09-17,102.39,102.78,100.63,101.37,101.23,1646557.0,Apple,Technology,96.22,93.76,0.0008
2022-09-18,102.02,102.97,100.61,101.6,101.7,3185689.0,Microsoft,Technology,96.52,93.99,0.0023
2022-09-19,100.26,102.26,99.17,100.9,101.16,4349790.0,Tesla,Automotive,96.78,94.2,-0.0069
2022-09-20,101.39,102.31,100.11,100.91,101.14,3300890.0,Apple,Technology,97.15,94.41,0.0001
2022-09-21,100.69,101.57,99.91,100.48,100.23,129882.0,Apple,Technology,97.53,94.63,-0.0043
2022-09-22,101.84,102.65,101.57,101.85,102.11,2775518.0,Apple,Technology,97.94,94.86,0.0136
2022-09-23,100.49,100.82,98.3,98.89,98.83,3042318.0,Apple,Technology,98.15,95.02,-0.0291
2022-09-24,101.78,102.99,100.72,101.34,101.46,1387256.0,Apple,Technology,98.46,95.23,0.0248
2022-09-25,101.99,102.6,100.9,101.74,101.56,4469202.0,Apple,Technology,98.84,95.44,0.0039
2022-09-26,101.23,102.18,99.9,100.59,100.62,1498705.0,Apple,Technology,99.22,95.59,-0.0113
2022-09-27,99.76,100.43,98.76,100.1,100.16,4917530.0,Microsoft,Technology,99.43,95.74,-0.0049
2022-09-28,98.6,99.09,97.98,98.64,98.34,656831.0,Amazon,E-Commerce,99.52,95.85,-0.0146
2022-09-29,98.67,100.3,97.88,99.07,99.19,748567.0,Tesla,Automotive,99.7,95.97,0.0044
2022-09-30,99.37,100.09,98.21,99.4,99.67,4697577.0,Tesla,Automotive,99.88,96.11,0.0033
2022-10-01,98.01,99.24,96.64,97.54,97.51,3488449.0,Microsoft,Technology,99.89,96.21,-0.0187
2022-10-02,96.62,97.4,95.84,96.62,96.9,929347.0,Microsoft,Technology,99.82,96.27,-0.0094
2022-10-03,96.33,96.94,95.71,96.7,96.66,789517.0,Apple,Technology,99.77,96.34,0.0008
2022-10-04,97.12,99.21,96.51,98.14,98.31,473519.0,Amazon,E-Commerce,99.82,96.46,0.0149
2022-10-05,97.53,98.15,96.96,97.51,97.06,3142398.0,Apple,Technology,99.73,96.56,-0.0064
2022-10-06,96.34,97.42,95.71,96.41,96.89,2130888.0,Microsoft,Technology,99.49,96.64,-0.0113
2022-10-07,96.13,97.22,95.11,96.41,96.71,1137904.0,Apple,Technology,99.24,96.7,0.0
2022-10-08,95.27,95.6,94.02,,94.7,4469246.0,Tesla,Automotive,98.9,96.74,-0.0172
2022-10-09,93.72,94.56,93.27,93.66,93.27,3310557.0,Tesla,Automotive,98.54,96.75,-0.0115
2022-10-10,92.6,94.32,91.26,92.86,92.92,2967042.0,Apple,Technology,98.14,96.78,-0.0085
2022-10-11,93.28,94.23,92.11,93.01,92.72,1683452.0,Amazon,E-Commerce,97.76,96.8,0.0016
2022-10-12,93.71,94.88,93.33,94.09,94.18,991712.0,Apple,Technology,97.37,96.85,0.0116
2022-10-13,95.02,96.14,93.99,94.66,94.74,2143419.0,Apple,Technology,97.16,96.91,0.0061
2022-10-14,97.36,98.22,95.28,96.11,95.93,372743.0,Amazon,E-Commerce,96.9,97.01,0.0153
2022-10-15,95.6,96.92,94.29,96.06,96.28,434738.0,Amazon,E-Commerce,96.62,97.08,-0.0005
2022-10-16,95.55,96.03,94.23,94.7,94.86,4578597.0,Amazon,E-Commerce,96.32,97.08,-0.0142
2022-10-17,98.17,99.4,97.07,98.53,98.73,3387008.0,Tesla,Automotive,96.24,97.15,0.0404
2022-10-18,97.39,98.5,96.08,97.3,97.3,297170.0,Apple,Technology,96.18,97.19,-0.0125
2022-10-19,98.44,98.99,96.85,97.46,97.18,4474296.0,Microsoft,Technology,96.1,97.22,0.0016
2022-10-20,97.59,99.05,96.87,97.82,98.01,4865358.0,Amazon,E-Commerce,96.02,97.31,0.0037
2022-10-21,98.06,98.83,96.82,97.31,97.26,4089174.0,Amazon,E-Commerce,96.01,97.4,-0.0052
2022-10-22,97.9,98.43,96.83,97.57,97.29,2674584.0,Apple,Technology,96.05,97.47,0.0027
2022-10-23,97.13,98.45,96.34,97.35,97.63,2808562.0,Microsoft,Technology,96.09,97.53,-0.0023
2022-10-24,97.05,97.77,95.49,96.48,96.9,2665513.0,Apple,Technology,96.0,97.56,-0.0089
2022-10-25,97.01,98.04,95.44,96.57,96.56,3328939.0,Apple,Technology,95.96,97.6,0.0009
2022-10-26,95.2,96.52,94.62,95.81,96.24,3667008.0,Amazon,E-Commerce,95.93,97.66,-0.0079
2022-10-27,96.01,96.79,94.39,94.6,94.62,547095.0,Amazon,E-Commerce,95.84,97.64,-0.0126
2022-10-28,94.64,96.58,93.84,95.63,95.55,3372262.0,Tesla,Automotive,95.88,97.61,0.0109
2022-10-29,95.73,96.98,94.84,96.09,95.96,2585500.0,Microsoft,Technology,96.0,97.62,0.0048
2022-10-30,97.28,97.48,95.85,96.72,97.05,3681884.0,Microsoft,Technology,96.19,97.64,0.0066
2022-10-31,93.52,94.64,92.82,94.18,94.02,2801433.0,Amazon,E-Commerce,96.25,97.58,-0.0263
2022-11-01,94.95,96.58,94.11,95.5,95.65,1085979.0,Amazon,E-Commerce,96.32,97.53,0.014
2022-11-02,95.85,96.61,94.51,95.77,95.66,935358.0,Amazon,E-Commerce,96.38,97.49,0.0028
2022-11-03,94.22,95.82,93.31,95.18,95.09,1579995.0,Microsoft,Technology,96.33,97.45,-0.0062
2022-11-04,93.83,94.48,93.14,94.09,94.29,1892837.0,Tesla,Automotive,96.23,97.35,-0.0115
2022-11-05,94.0,94.91,93.35,94.43,94.35,2071472.0,Microsoft,Technology,96.22,97.21,0.0036
2022-11-06,92.86,93.06,91.09,91.84,91.76,4498884.0,Amazon,E-Commerce,95.88,97.02,-0.0274
2022-11-07,92.13,93.11,90.84,92.34,92.57,4868977.0,Amazon,E-Commerce,95.64,96.83,0.0054
2022-11-08,90.04,91.33,89.29,90.71,91.03,1179229.0,Tesla,Automotive,95.3,96.63,-0.0177
2022-11-09,91.97,92.86,91.17,92.35,92.48,1240441.0,Apple,Technology,95.03,96.46,0.0181
2022-11-10,92.17,93.9,91.51,93.12,92.99,3723664.0,Apple,Technology,94.82,96.31,0.0083
2022-11-11,93.88,95.06,92.75,94.15,94.05,4944405.0,Microsoft,Technology,94.65,96.16,0.0111
2022-11-12,95.48,97.03,94.09,95.6,95.62,1294447.0,Apple,Technology,94.56,96.09,0.0154
2022-11-13,94.68,95.03,93.01,93.94,94.01,1687916.0,Apple,Technology,94.43,95.94,-0.0174
2022-11-14,92.73,93.88,91.54,92.36,92.17,2334268.0,Microsoft,Technology,94.22,95.76,-0.0168
2022-11-15,93.54,94.63,92.47,93.28,93.42,4514679.0,Amazon,E-Commerce,94.09,95.61,0.01
2022-11-16,92.6,93.17,92.44,92.52,92.54,2703087.0,Apple,Technology,93.99,95.46,-0.0081
2022-11-17,93.47,94.34,92.44,93.48,93.14,3918362.0,Amazon,E-Commerce,93.88,95.36,0.0104
2022-11-18,92.68,93.72,91.84,93.06,92.87,1383596.0,Microsoft,Technology,93.73,95.24,-0.0045
2022-11-19,92.92,94.18,92.0,93.32,93.22,149892.0,Amazon,E-Commerce,93.56,95.11,0.0028
2022-11-20,93.19,94.44,91.86,92.45,92.43,445535.0,Amazon,E-Commerce,93.47,95.01,-0.0093
2022-11-21,93.86,94.92,93.17,93.94,94.32,3501944.0,Microsoft,Technology,93.4,94.96,0.0161
2022-11-22,93.78,94.73,91.92,92.6,92.64,3218113.0,Amazon,E-Commerce,93.24,94.88,-0.0143
2022-11-23,,95.72,93.56,95.05,94.88,1307935.0,Apple,Technology,93.23,94.81,0.0265
2022-11-24,93.37,93.89,92.68,93.54,93.58,883059.0,Apple,Technology,93.2,94.74,-0.0159
2022-11-25,94.15,95.15,92.72,94.41,94.34,2322854.0,Apple,Technology,93.2,94.7,0.0093
2022-11-26,94.75,95.91,93.43,94.36,94.43,4367831.0,Apple,Technology,93.33,94.65,-0.0005
2022-11-27,94.3,95.47,93.88,,95.24,3392239.0,Amazon,E-Commerce,93.47,94.66,0.0081
2022-11-28,94.68,95.81,93.92,95.33,95.57,1015108.0,Apple,Technology,93.7,94.7,0.0022
2022-11-29,94.36,95.2,93.25,93.85,93.85,4977323.0,Amazon,E-Commerce,93.77,94.71,-0.0155
2022-11-30,94.76,95.27,94.28,94.42,94.75,2484272.0,Tesla,Automotive,93.84,94.74,0.0061
2022-12-01,94.15,95.15,92.87,94.59,94.77,3066227.0,Amazon,E-Commerce,93.86,94.75,0.0018
2022-12-02,94.12,94.8,92.41,93.42,93.28,2920377.0,Apple,Technology,93.75,94.73,-0.0124
2022-12-03,94.66,95.64,93.7,95.25,95.69,1518351.0,Tesla,Automotive,93.82,94.71,0.0196
2022-12-04,94.71,95.45,93.86,94.94,95.01,3826713.0,Microsoft,Technology,93.95,94.69,-0.0033
2022-12-05,92.9,94.26,92.51,93.25,93.08,694670.0,Amazon,E-Commerce,93.94,94.66,-0.0178
2022-12-06,91.1,91.51,90.13,90.79,91.12,903083.0,Apple,Technology,93.86,94.5,-0.0264
2022-12-07,91.98,92.31,90.89,91.94,92.36,280116.0,Apple,Technology,93.78,94.4,0.0127
2022-12-08,89.69,90.44,89.21,89.83,89.83,4308937.0,Apple,Technology,93.62,94.24,-0.0229
2022-12-09,91.67,93.54,91.63,92.52,92.42,4373468.0,Microsoft,Technology,93.58,94.14,0.0299
2022-12-10,89.56,91.12,88.82,90.38,90.34,887001.0,Tesla,Automotive,93.48,94.0,-0.0231
2022-12-11,91.92,92.58,90.16,90.91,91.06,4417729.0,Tesla,Automotive,93.32,93.87,0.0059
2022-12-12,92.93,93.74,90.64,91.48,91.74,395182.0,Apple,Technology,93.27,93.75,0.0063
2022-12-13,,93.36,90.8,91.82,91.94,1328736.0,Amazon,E-Commerce,93.11,93.66,0.0037
2022-12-14,91.74,92.69,90.28,91.27,91.29,1352825.0,Apple,Technology,92.99,93.55,-0.006
2022-12-15,92.07,92.98,90.34,,91.51,2402690.0,Apple,Technology,92.83,93.46,-0.0007
2022-12-16,90.88,92.65,89.72,91.97,91.91,822153.0,Amazon,E-Commerce,92.71,93.41,0.0083
2022-12-17,92.61,94.11,92.27,93.01,93.22,3712730.0,Apple,Technology,92.61,93.35,0.0113
2022-12-18,92.6,93.36,91.65,92.9,92.84,3546010.0,Microsoft,Technology,92.49,93.29,-0.0012
2022-12-19,92.84,93.98,91.78,92.77,92.86,2669395.0,Apple,Technology,92.43,93.21,-0.0014
2022-12-20,92.7,94.16,92.27,93.31,93.29,3432951.0,Microsoft,Technology,92.38,93.19,0.0058
2022-12-21,92.49,94.25,92.14,93.56,93.54,3094324.0,Apple,Technology,92.33,93.15,0.0027
2022-12-22,92.05,93.59,91.47,92.79,92.72,411416.0,Tesla,Automotive,92.3,93.1,-0.0082
2022-12-23,91.7,92.47,90.42,91.02,91.29,237980.0,Amazon,E-Commerce,92.08,93.01,-0.0191
2022-12-24,89.44,91.39,88.41,90.22,90.08,2601212.0,Tesla,Automotive,91.85,92.93,-0.0088
2022-12-25,90.84,91.32,89.93,90.54,90.39,4520605.0,Apple,Technology,91.71,92.86,0.0035
2022-12-26,91.93,92.5,90.28,90.82,91.25,924765.0,Apple,Technology,91.71,92.84,0.0031
2022-12-27,,92.19,89.63,91.08,91.27,1007651.0,Microsoft,Technology,91.67,92.81,0.0029
2022-12-28,89.46,90.39,88.33,89.77,89.29,1493749.0,Apple,Technology,91.67,92.79,-0.0144
2022-12-29,90.93,92.8,90.13,91.73,91.62,1450417.0,Apple,Technology,91.63,92.78,0.0218
2022-12-30,91.08,92.39,89.82,90.57,90.21,1090391.0,Apple,Technology,91.64,92.73,-0.0126
2022-12-31,90.73,91.41,88.78,89.55,89.36,4349367.0,Tesla,Automotive,91.57,92.64,-0.0113
2023-01-01,89.34,90.91,88.15,89.91,89.28,687069.0,Microsoft,Technology,91.49,92.52,0.004
2023-01-02,89.22,89.67,88.38,88.95,88.93,4047061.0,Tesla,Automotive,91.35,92.42,-0.0107
2023-01-03,89.15,90.17,87.32,88.52,88.29,3256366.0,Microsoft,Technology,91.21,92.35,-0.0048
2023-01-04,87.63,89.29,86.76,88.43,88.44,2415138.0,Tesla,Automotive,91.07,92.25,-0.001
2023-01-05,90.03,90.97,87.98,88.73,88.4,4515972.0,Apple,Technology,90.91,92.17,0.0034
2023-01-06,88.43,90.01,86.88,89.4,89.42,4809822.0,Tesla,Automotive,90.73,92.09,0.0076
2023-01-07,89.56,90.21,89.08,89.91,89.83,649666.0,Tesla,Automotive,90.58,92.03,0.0057
2023-01-08,90.65,91.6,89.21,89.91,90.21,4083027.0,Microsoft,Technology,90.44,91.96,0.0
2023-01-09,92.63,92.81,91.89,92.32,92.6,1266747.0,Microsoft,Technology,90.39,91.96,0.0268
2023-01-10,93.15,93.85,91.88,92.96,93.12,3984817.0,Tesla,Automotive,90.36,91.94,0.0069
2023-01-11,91.41,92.76,90.11,91.68,91.62,,Microsoft,Technology,90.3,91.92,-0.0138
2023-01-12,89.78,90.64,87.61,88.91,89.31,,Microsoft,Technology,90.2,91.8,-0.0302
2023-01-13,89.49,90.87,88.14,89.3,88.99,3235392.0,Microsoft,Technology,90.15,91.71,0.0044
2023-01-14,89.21,90.32,88.34,89.08,88.8,2159417.0,Amazon,E-Commerce,90.08,91.61,-0.0025
2023-01-15,90.21,90.81,89.42,90.11,90.1,4288432.0,Microsoft,Technology,90.04,91.52,0.0116
2023-01-16,88.99,90.21,88.69,89.41,89.86,2508359.0,Amazon,E-Commerce,89.96,91.41,-0.0078
2023-01-17,89.55,90.33,87.59,89.0,88.96,4910374.0,Amazon,E-Commerce,89.92,91.28,-0.0046
